CredibleSet	variant	AllCellTypes	TargetGenes	TopGene	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Harst2017-rs61776719	rs34655914	erythroblast-Corces2016,trophoblast_cell-ENCODE,LoVo,CD4-positive_helper_T_cell-ENCODE,HAP1,trophoblast_cell-ENCODE,erythroblast-Corces2016,CD8-positive_alpha-beta_T_cell-ENCODE,erythroblast-Corces2016,trophoblast_cell-ENCODE,LoVo,erythroblast-Corces2016,HAP1,CD8-positive_alpha-beta_T_cell-ENCODE,erythroblast-Corces2016,CD4-positive_helper_T_cell-ENCODE,LoVo,trophoblast_cell-ENCODE,erythroblast-Corces2016,CD3-positive_T_cell-Roadmap,PC-9-ENCODE,HeLa-S3-ENCODE,Karpas-422-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,CD56-positive_natural_killer_cells-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017,erythroblast-Corces2016,T-cell-ENCODE,thymus_fetal-Roadmap,trophoblast_cell-ENCODE,stomach_fetal-ENCODE,spinal_cord_fetal-ENCODE,liver-ENCODE,H9-Roadmap,CD4-positive_helper_T_cell-Corces2016,CD14-positive_monocyte-ENCODE,Eahy926_TNF,bipolar_neuron_from_iPSC-ENCODE,hepatocyte-ENCODE,thymus_fetal-ENCODE,B_cell-ENCODE,GM12878-Roadmap,Eahy926_Ctrl,gastrocnemius_medialis-ENCODE,H9-ENCODE,OCI-LY7-ENCODE,iPS_DF_19.11-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,small_intestine_fetal-ENCODE,A673-ENCODE,psoas_muscle-Roadmap,iPS_DF_19.11_Cell_Line-Roadmap,body_of_pancreas-ENCODE,small_intestine_fetal-Roadmap,TeloHAEC_Ctrl,MM.1S-ENCODE,placenta-Roadmap,uterus-ENCODE,HAP1,induced_pluripotent_stem_cell-ENCODE,CD19-positive_B_cell-Roadmap,CD4-positive_helper_T_cell-ENCODE,osteoblast-ENCODE,LoVo,CD4-positive_helper_T_cell-ENCODE,erythroblast-Corces2016,HAP1,CD8-positive_alpha-beta_T_cell-ENCODE,trophoblast_cell-ENCODE,erythroblast-Corces2016,LoVo,HAP1,CD4-positive_helper_T_cell-Corces2016,CD3-positive_T_cell-Roadmap,iPS_DF_19.11_Cell_Line-Roadmap,LoVo,thymus_fetal-Roadmap,MDA-MB-231,thymus_fetal-ENCODE,B_cell-ENCODE,trophoblast_cell-ENCODE,CD4-positive_helper_T_cell-ENCODE,CD19-positive_B_cell-Roadmap,stomach_fetal-ENCODE,iPS_DF_19.11-ENCODE,small_intestine_fetal-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,erythroblast-Corces2016,T-cell-ENCODE,GM12878-Roadmap,trophoblast_cell-ENCODE,LoVo,erythroblast-Corces2016,thymus_fetal-Roadmap,thymus_fetal-ENCODE,CD3-positive_T_cell-Roadmap,CD4-positive_helper_T_cell-ENCODE,T-cell-ENCODE,CD4-positive_helper_T_cell-Corces2016,CD8-positive_alpha-beta_T_cell-ENCODE,trophoblast_cell-ENCODE,erythroblast-Corces2016,small_intestine_fetal-ENCODE,LoVo,HAP1,LoVo,erythroblast-Corces2016,CD8-positive_alpha-beta_T_cell-ENCODE,CD4-positive_helper_T_cell-Corces2016,CD4-positive_helper_T_cell-ENCODE,small_intestine_fetal-ENCODE,erythroblast-Corces2016,trophoblast_cell-ENCODE,HAP1,LoVo,trophoblast_cell-ENCODE,LoVo,HAP1,CD4-positive_helper_T_cell-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,erythroblast-Corces2016	C1orf109,C1orf122,CDCA8,DNALI1,FHL3,GNL2,INPP5B,MANEAL,MEAF6,MTF1,POU3F1,SF3A3,SNIP1,UTP11,YRDC	INPP5B	chr1	38397341	38461821	6	TRUE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs61776719	38455891	rs4360494	SF3A3	INPP5B	NA	SF3A3
CAD_Harst2017-rs61776719	rs61776719	adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach_fetal-Roadmap,stomach_fetal-Roadmap,adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach_fetal-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,T-cell-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,stomach-Roadmap,CD3-positive_T_cell-Roadmap,keratinocyte-Roadmap,HT29,stomach_fetal-ENCODE,pancreas-Roadmap,keratinocyte-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach-Roadmap,stomach_fetal-Roadmap,stomach_fetal-ENCODE,pancreas-Roadmap,adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,stomach_fetal-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach_fetal-Roadmap,stomach-Roadmap,adipose_tissue-ENCODE,pancreas-Roadmap,stomach_fetal-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,adipose_tissue-ENCODE,stomach_fetal-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE,CD3-positive_T_cell-Roadmap,pancreas-Roadmap,T-cell-ENCODE,stomach_fetal-ENCODE,stomach_fetal-Roadmap,CD4-positive_helper_T_cell-ENCODE,keratinocyte-Roadmap,adipose_tissue-ENCODE,keratinocyte-ENCODE,HT29,stomach-Roadmap,large_intestine_fetal-Roadmap,stomach_fetal-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,pancreas-Roadmap,T-cell-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,CD3-positive_T_cell-Roadmap,keratinocyte-Roadmap,stomach_fetal-ENCODE,stomach-Roadmap,HT29,large_intestine_fetal-Roadmap,keratinocyte-ENCODE,stomach_fetal-Roadmap,stomach_fetal-ENCODE,adipose_tissue-ENCODE,stomach_fetal-Roadmap,adipose_tissue-ENCODE	AKIRIN1,C1orf109,C1orf122,CDCA8,DNALI1,FHL3,GNL2,INPP5B,MEAF6,MTF1,MYCBP,NDUFS5,POU3F1,RHBDL2,RRAGC,RSPO1,SF3A3,SNIP1,UTP11,YRDC,ZC3H12A	SF3A3	chr1	38397341	38461821	6	TRUE	TRUE	FALSE	CAD_Harst2017	Harst2017	rs61776719	38455891	rs4360494	SF3A3	INPP5B	NA	SF3A3
CAD_Harst2017-rs61848342	rs2001546	CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap,CD19-positive_B_cell-Roadmap	CAMK1D,CDC123,ECHDC3,MCM10,NUDT5,OPTN,SEC61A2	CDC123	chr10	12278021	12303813	5	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs61848342	12300790	rs7916879	CDC123	NA	NA	NA
CAD_Harst2017-rs6494488	rs6494488	H1-hESC-ENCODE,H1-hESC-Roadmap,trophoblast_cell-ENCODE,H9-ENCODE,H9-Roadmap,H1-hESC-ENCODE,H1-hESC-Roadmap,trophoblast_cell-ENCODE,induced_pluripotent_stem_cell-ENCODE,H1-hESC-Roadmap,H9-Roadmap,H9-ENCODE,iPS_DF_19.11-ENCODE,H1-hESC-ENCODE,trophoblast_cell-ENCODE,H1-hESC-Roadmap,H1-hESC-ENCODE,H1-hESC-ENCODE,H9-Roadmap,H1-hESC-Roadmap,trophoblast_cell-ENCODE,induced_pluripotent_stem_cell-ENCODE,H1-hESC-ENCODE,trophoblast_cell-ENCODE,H1-hESC-Roadmap,H1-hESC-Roadmap,H9-Roadmap,H1-hESC-ENCODE,H1-hESC-ENCODE,H1-hESC-Roadmap	ANKDD1A,MTFMT,OAZ2,PIF1,PLEKHO2,RBPMS2,SPG21,TRIP4	OAZ2	chr15	64979291	65024204	5	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6494488	64979291	rs7403751	OAZ2	NA	NA	NA
CAD_Harst2017-rs6494488	rs7403751	H9-ENCODE	OAZ2	OAZ2	chr15	64979291	65024204	5	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6494488	64979291	rs7403751	OAZ2	NA	NA	NA
CAD_Harst2017-rs6494488	rs6494486	hepatocyte-ENCODE,adrenal_gland_fetal-Roadmap,adrenal_gland_fetal-ENCODE,H9-Roadmap	OAZ2	OAZ2	chr15	64979291	65024204	5	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6494488	64979291	rs7403751	OAZ2	NA	NA	NA
CAD_Harst2017-rs6511720	rs8106503	trophoblast_cell-ENCODE,HeLa-S3-Roadmap,HeLa-S3-ENCODE,PC-9-ENCODE	LDLR	LDLR	chr19	11187324	11202306	39	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6511720	11187324	rs143020224	LDLR	NA	NA	NA
CAD_Harst2017-rs6511720	rs6511720	endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,stomach-Roadmap,fibroblast_of_dermis-ENCODE,pancreas-Roadmap,mammary_epithelial_cell-ENCODE,PC-9-ENCODE,placenta-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,TeloHAEC_VEGF,CD3-positive_T_cell-Roadmap,fibroblast_of_arm-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,pancreas-Roadmap,mammary_epithelial_cell-ENCODE,placenta-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,fibroblast_of_arm-ENCODE,pancreas-Roadmap,stomach-Roadmap,placenta-ENCODE,fibroblast_of_dermis-ENCODE,TeloHAEC_VEGF,large_intestine_fetal-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,T-cell-ENCODE,ovary-Roadmap,trophoblast_cell-ENCODE,CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016,skeletal_muscle_myoblast-Roadmap,muscle_of_trunk_fetal-Roadmap,LoVo,fibroblast_of_arm-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,mammary_epithelial_cell-ENCODE,MCF-7-ENCODE,TeloHAEC_IL1b,A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap,large_intestine_fetal-ENCODE,CD56-positive_natural_killer_cells-Roadmap,stomach_fetal-ENCODE,muscle_of_leg_fetal-Roadmap,CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016,IMR90-ENCODE,CD14-positive_monocyte-Roadmap,CD34-positive_mobilized-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,psoas_muscle-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017,induced_pluripotent_stem_cell-ENCODE,H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap,HAP1,uterus-ENCODE,CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016,thymus_fetal-Roadmap,pancreas-Roadmap,TeloHAEC_VEGF,CD3-positive_T_cell-Roadmap,A673-ENCODE,adrenal_gland_fetal-Roadmap,muscle_of_leg_fetal-ENCODE,PC-9-ENCODE,fibroblast_of_dermis-Roadmap,IMR90-Roadmap,bipolar_neuron_from_iPSC-ENCODE,small_intestine_fetal-ENCODE,muscle_of_trunk_fetal-ENCODE,fibroblast_of_dermis-ENCODE,fibroblast_of_lung_fetal-ENCODE,adrenal_gland_fetal-ENCODE,placenta-ENCODE,HT29,stomach-Roadmap,spinal_cord_fetal-ENCODE,large_intestine_fetal-Roadmap,H7,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,CD8-positive_alpha-beta_T_cell-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,PC-9-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,large_intestine_fetal-Roadmap,CD3-positive_T_cell-Roadmap,HT29,placenta-ENCODE,TeloHAEC_VEGF,PC-9-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,fibroblast_of_arm-ENCODE,stomach-Roadmap,LoVo,pancreas-Roadmap,LoVo,CD3-positive_T_cell-Roadmap,stomach-Roadmap,large_intestine_fetal-Roadmap,placenta-ENCODE,PC-9-ENCODE,pancreas-Roadmap,fibroblast_of_arm-ENCODE,CD8-positive_alpha-beta_T_cell-ENCODE,fibroblast_of_dermis-ENCODE,TeloHAEC_VEGF,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,HT29,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,mammary_epithelial_cell-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,TeloHAEC_VEGF,placenta-ENCODE,LoVo,CD8-positive_alpha-beta_T_cell-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,HT29,PC-9-ENCODE,pancreas-Roadmap,stomach-Roadmap,CD3-positive_T_cell-Roadmap,endothelial_cell_of_umbilical_vein-Roadmap,fibroblast_of_dermis-ENCODE,large_intestine_fetal-Roadmap,fibroblast_of_arm-ENCODE,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE,endothelial_cell_of_umbilical_vein-Roadmap,mammary_epithelial_cell-ENCODE	ANGPTL8,AP1M2,CARM1,CCDC151,CCDC159,CNN1,DOCK6,ECSIT,EPOR,KANK2,LDLR,PRKCSH,QTRT1,RAB3D,SMARCA4,SPC24,TIMM29,TMED1,TMEM205,YIPF2,ZNF627,ZNF653,ZNF763	LDLR	chr19	11187324	11202306	39	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6511720	11187324	rs143020224	LDLR	NA	NA	NA
CAD_Harst2017-rs6511720	rs12151108	trophoblast_cell-ENCODE,HeLa-S3-ENCODE,PC-9-ENCODE	LDLR	LDLR	chr19	11187324	11202306	39	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6511720	11187324	rs143020224	LDLR	NA	NA	NA
CAD_Harst2017-rs667920	rs667920	fibroblast_of_lung_fetal-ENCODE,IMR90-Roadmap,IMR90-ENCODE,fibroblast_of_lung-Roadmap,fibroblast_of_lung_fetal-ENCODE,fibroblast_of_lung_fetal-ENCODE,IMR90-Roadmap,fibroblast_of_lung_fetal-ENCODE,fibroblast_of_dermis-ENCODE,IMR90-ENCODE,fibroblast_of_lung_fetal-ENCODE,IMR90-Roadmap,fibroblast_of_lung-Roadmap,IMR90-Roadmap,fibroblast_of_lung_fetal-ENCODE,fibroblast_of_lung_fetal-ENCODE,fibroblast_of_lung_fetal-ENCODE	CLDN18,IL20RB,MSL2,NCK1,PCCB,PPP2R3A,SLC35G2,STAG1	PCCB	chr3	136069472	136211960	5	FALSE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs667920	136069472	rs667920	STAG1	NA	NA	NA
CAD_Harst2017-rs6689306	rs7549338	keratinocyte-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,fibroblast_of_dermis-Roadmap,fibroblast_of_dermis-ENCODE,skeletal_muscle_myoblast-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,keratinocyte-ENCODE,keratinocyte-Roadmap,fibroblast_of_dermis-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,keratinocyte-ENCODE,trophoblast_cell-ENCODE,fibroblast_of_dermis-Roadmap,fibroblast_of_dermis-ENCODE,astrocyte-Roadmap,myotube-ENCODE,adipose_tissue-ENCODE,fibroblast_of_arm-ENCODE,fibroblast_of_lung-Roadmap,astrocyte-ENCODE,mammary_epithelial_cell-Roadmap,mammary_epithelial_cell-ENCODE,cardiac_muscle_cell-ENCODE,psoas_muscle-Roadmap,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,CD14-positive_monocyte-ENCODE,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,skeletal_muscle_myoblast-Roadmap,keratinocyte-ENCODE,keratinocyte-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	ATP8B2,HAX1,IL6R,SHE,TDRD10	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs4845619	H1_Derived_Mesenchymal_Stem_Cells-Roadmap,fibroblast_of_arm-ENCODE,trophoblast_cell-ENCODE,THP_pmaLPS_ATAC_96h,THP_pmaLPS_ATAC_72h,H1_Derived_Mesenchymal_Stem_Cells-Roadmap	ATP8B2,IL6R	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs6689306	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,pancreatic-ductal-cell-AMP	IL6R	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs7553796	fibroblast_of_dermis-ENCODE,skeletal_muscle_myoblast-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,fibroblast_of_dermis-Roadmap,keratinocyte-ENCODE,keratinocyte-Roadmap,fibroblast_of_dermis-Roadmap,keratinocyte-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,keratinocyte-Roadmap,mammary_epithelial_cell-ENCODE,fibroblast_of_dermis-ENCODE,psoas_muscle-Roadmap,keratinocyte-ENCODE,myotube-ENCODE,keratinocyte-Roadmap,trophoblast_cell-ENCODE,astrocyte-ENCODE,cardiac_muscle_cell-ENCODE,fibroblast_of_lung-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,mammary_epithelial_cell-Roadmap,CD14-positive_monocyte-ENCODE,adipose_tissue-ENCODE,skeletal_muscle_myoblast-Roadmap,astrocyte-Roadmap,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,fibroblast_of_arm-ENCODE,fibroblast_of_dermis-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	ATP8B2,HAX1,IL6R,SHE,TDRD10	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs6427658	small_intestine_fetal-Roadmap	IL6R	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs6687726	LNCAP,LNCAP,gastrocnemius_medialis-ENCODE,LNCAP,small_intestine_fetal-Roadmap,sigmoid_colon-ENCODE	ATP8B2,HAX1,IL6R	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs7549250	fibroblast_of_dermis-Roadmap,keratinocyte-ENCODE,skeletal_muscle_myoblast-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,keratinocyte-Roadmap,fibroblast_of_dermis-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,fibroblast_of_dermis-Roadmap,keratinocyte-Roadmap,keratinocyte-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016,THP_pmaLPS_ATAC_96h,mammary_epithelial_cell-ENCODE,mammary_epithelial_cell-Roadmap,cardiac_muscle_cell-ENCODE,psoas_muscle-Roadmap,astrocyte-Roadmap,fibroblast_of_dermis-Roadmap,CD14-positive_monocyte-ENCODE,CD14-positive_monocytes-Roadmap,H1_Derived_Mesenchymal_Stem_Cells-Roadmap,astrocyte-ENCODE,epithelial_cell_of_prostate-ENCODE,fibroblast_of_dermis-ENCODE,skeletal_muscle_myoblast-Roadmap,myotube-ENCODE,myotube_originated_from_skeletal_muscle_myoblast-Roadmap,keratinocyte-Roadmap,fibroblast_of_arm-ENCODE,fibroblast_of_lung-Roadmap,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,keratinocyte-ENCODE,adipose_tissue-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017,THP_pmaLPS_ATAC_72h,trophoblast_cell-ENCODE,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017,dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	ATP8B2,HAX1,IL6R,SHE,TDRD10	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
CAD_Harst2017-rs6689306	rs4845618	LNCAP,LNCAP,gastrocnemius_medialis-ENCODE,liver-ENCODE,LNCAP	ATP8B2,HAX1,IL6R	IL6R	chr1	154395946	154426970	25	TRUE	FALSE	FALSE	CAD_Harst2017	Harst2017	rs6689306	154395946	rs6689306	IL6R	IL6R	NA	NA
