chr	start	end	variant	PosteriorProb	Disease	CredibleSet	CellType
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	mammary_epithelial_cell-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	K562-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	CD3-positive_T_cell-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	psoas_muscle-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	MCF10A_treated_with_TAM24hr-Ji2017
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	CD14-positive_monocyte-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	astrocyte-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	fibroblast_of_dermis-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	fibroblast_of_lung-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	keratinocyte-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	mammary_epithelial_cell-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	TeloHAEC_Ctrl
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	fibroblast_of_dermis-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	myotube-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	Eahy926_Ctrl
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	CD56-positive_natural_killer_cells-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	adipose_tissue-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	MDA-MB-231
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	astrocyte-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	TeloHAEC_VEGF
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	keratinocyte-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	HeLa-S3-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	T-cell-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	stomach-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	IMR90-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	TeloHAEC_IL1b
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	skeletal_muscle_myoblast-Roadmap
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	cardiac_muscle_cell-ENCODE
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	BJAB_anti-IgM_anti-CD40_4hr-Engreitz
chr1	154404406	154404406	rs7553796	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	trophoblast_cell-ENCODE
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	THP_pmaLPS_ATAC_6h
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	Jurkat-Engreitz
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	fibroblast_of_arm-ENCODE
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	THP_pmaLPS_ATAC_96h
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	THP_pmaLPS_ATAC_72h
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	HepG2-Roadmap
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	LoVo
chr1	154405058	154405058	rs4845619	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	trophoblast_cell-ENCODE
chr1	154408340	154408340	rs4845371	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	T-cell-ENCODE
chr1	154409100	154409100	rs6667434	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	myotube-ENCODE
chr1	154409100	154409100	rs6667434	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	psoas_muscle-Roadmap
chr1	154409100	154409100	rs6667434	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr1	154409100	154409100	rs6667434	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	skeletal_muscle_myoblast-Roadmap
chr1	154418088	154418088	rs6683206	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	NCCIT
chr1	154418088	154418088	rs6683206	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	spleen-ENCODE
chr1	154426970	154426970	rs2228145	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	THP_pmaLPS_ATAC_1h
chr1	154426970	154426970	rs2228145	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	HAP1
chr1	154426970	154426970	rs2228145	NA	CAD_Harst2017	CAD_Harst2017-rs6689306	THP_pmaLPS_ATAC_24h
chr1	169092123	169092123	rs4656648	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	bipolar_neuron_from_iPSC-ENCODE
chr1	169092123	169092123	rs4656648	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-Roadmap
chr1	169092123	169092123	rs4656648	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-ENCODE
chr1	169092123	169092123	rs4656648	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP_pmaLPS_ATAC_2h
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	BJAB-Engreitz
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-ENCODE
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP_pmaLPS_ATAC_0h
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-Roadmap
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP1_LPS_4hr-Engreitz
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP-1_monocyte-VanBortle2017
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP_pmaLPS_ATAC_1h
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	CD14-positive_monocytes-Roadmap
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach-Roadmap
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	bipolar_neuron_from_iPSC-ENCODE
chr1	169092476	169092476	rs3766042	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	CD14-positive_monocyte-ENCODE
chr1	169093676	169093676	rs7540067	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach_fetal-Roadmap
chr1	169093676	169093676	rs7540067	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	body_of_pancreas-ENCODE
chr1	169093676	169093676	rs7540067	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	PC-9-ENCODE
chr1	169093676	169093676	rs7540067	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	LNCAP
chr1	169093676	169093676	rs7540067	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	adipose_tissue-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	placenta-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	small_intestine_fetal-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	pancreas-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach_fetal-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	MCF-7-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	large_intestine_fetal-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	epithelial_cell_of_prostate-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	adipose_tissue-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HT29
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	placenta-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	PC-9-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach_fetal-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	body_of_pancreas-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	trophoblast_cell-ENCODE
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap
chr1	169093762	169093762	rs7517394	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	LNCAP
chr1	169096118	169096118	rs12028817	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	pancreatic-alpha-cell-AMP
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	CD4-positive_helper_T_cell-Corces2016
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	heart_ventricle-ENCODE
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	CD56-positive_natural_killer_cells-Roadmap
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	natural_killer_cell-Corces2016
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	spinal_cord_fetal-ENCODE
chr1	169103195	169103195	rs1200160	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	adipose_tissue-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach_fetal-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	large_intestine_fetal-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	K562-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	LoVo
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HepG2-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HT29
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	liver-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	pancreatic-ductal-cell-AMP
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	THP_pmaLPS_ATAC_12h
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HCT116-AID_ENCODE_DHS_Auxin6hr
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	ovary-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	adrenal_gland_fetal-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	small_intestine_fetal-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	stomach_fetal-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	transverse_colon-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	pancreas-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HeLa-S3-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	MM.1S-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	pancreatic-alpha-cell-AMP
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HCT116-ENCODE
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	GM12878-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	CD14-positive_monocyte-Roadmap
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	HCT116-AID_ENCODE_DHS_untreated
chr1	169117882	169117882	rs17349271	NA	CAD_Harst2017	CAD_Harst2017-rs1892094	adrenal_gland_fetal-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Adipocyte-Claussnitzer_d14
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP1-Engreitz
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Panc1-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_12h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	muscle_of_trunk_fetal-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	uterus-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD19-positive_B_cell-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_LPS_1h-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	natural_killer_cell-Corces2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	pancreatic-ductal-cell-AMP
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Adipocyte-Claussnitzer_d2
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	U937_LPS_4hr-Engreitz
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	myotube_originated_from_skeletal_muscle_myoblast-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Adipocyte-Claussnitzer_d6
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	TeloHAEC_VEGF
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_RPMI_d1-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	pancreatic-acinar-cell-AMP
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	coronary_artery_smooth_muscle_cell-Miller2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_24h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	white_adipose-Loft2014
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD4-positive_helper_T_cell-Corces2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	coronary_artery-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_0h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_LPS_4h-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD4-positive_helper_T_cell-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP1_LPS_4hr-Engreitz
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP-1_macrophage-VanBortle2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	A673-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	myotube-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	OCI-LY7-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_LPS_d1-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD56-positive_natural_killer_cells-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	pancreatic-alpha-cell-AMP
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_2h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_1h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	pancreas-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	ovary-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_48h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	muscle_of_trunk_fetal-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD34-positive_mobilized-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD8-positive_alpha-beta_T_cell-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	hepatocyte-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	pancreatic-beta-cell-AMP
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD14-positive_monocyte_treated_with_RPMI_1h-Novakovic2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Adipocyte-Claussnitzer_d0
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	osteoblast-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	NCCIT
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP-1_monocyte-VanBortle2017
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD3-positive_T_cell-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	CD8-positive_alpha-beta_T_cell-Corces2016
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	THP_pmaLPS_ATAC_120h
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	body_of_pancreas-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	GM12878-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	keratinocyte-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	adrenal_gland_fetal-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	SK-N-SH-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Karpas-422-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	GM12878-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	H1_BMP4_Derived_Trophoblast_Cultured_Cells-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	stomach-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	K562-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	stomach_fetal-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	small_intestine_fetal-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Jurkat-Engreitz
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	Jurkat_anti-CD3_PMA_4hr-Engreitz
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	H1_Derived_Mesenchymal_Stem_Cells-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	iPS_DF_19.11-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	large_intestine_fetal-Roadmap
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	teloHAEC
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	adrenal_gland_fetal-ENCODE
chr1	200638662	200638662	rs11588318	NA	CAD_Harst2017	CAD_Harst2017-rs6700559	trophoblast_cell-ENCODE
