CredibleSet	TargetGene	chr	start	end	variant	PosteriorProb	Disease	chr.1	start.1	end.1	name	class	activity_base	TargetGeneTSS	TargetGeneExpression	TargetGenePromoterActivityQuantile	TargetGeneIsExpressed	distance	isSelfPromoter	powerlaw_contact	powerlaw_contact_reference	hic_contact	hic_contact_pl_scaled	hic_pseudocount	hic_contact_pl_scaled_adj	ABC.Score.Numerator	ABC.Score	powerlaw.Score.Numerator	powerlaw.Score	CellType	MaxABC	GeneRank
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002700	91002900	genic|chr10:91002550-91003050	genic	17.521638	90343082	NA	0.616629	True	659718	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.030028	0.017051	0.030928	0.012643	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001894	91002840	genic|chr10:91001744-91002990	genic	20.626352	90343082	NA	0.615366	True	659285	False	0.000494	0.001751	0.001766	0.000498	0.001216	0.001714	0.035349	0.025667	0.036429	0.01944	THP_pmaLPS_ATAC_48h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002048	91002847	genic|chr10:91001898-91002997	genic	18.234798	90343082	NA	0.585506	True	659365.5	False	0.000494	0.00175	0.001766	0.000498	0.001216	0.001714	0.03125	0.023741	0.032202	0.017828	THP_pmaLPS_ATAC_12h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002700	91002900	genic|chr10:91002550-91003050	genic	17.521638	90343082	NA	0.616629	True	659718	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.030028	0.017051	0.030928	0.012643	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002048	91002847	genic|chr10:91001898-91002997	genic	18.234798	90343082	NA	0.585506	True	659365.5	False	0.000494	0.00175	0.001766	0.000498	0.001216	0.001714	0.03125	0.023741	0.032202	0.017828	THP_pmaLPS_ATAC_12h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	90343082	NA	0.554994	True	659022	False	0.000494	0.001751	0.001767	0.000498	0.001216	0.001714	0.031512	0.022432	0.032486	0.019527	placenta-Roadmap	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001898	91002850	genic|chr10:91001748-91003000	genic	15.785532	90343082	NA	0.584488	True	659292	False	0.000494	0.001751	0.001766	0.000498	0.001216	0.001714	0.027053	0.021013	0.027879	0.016216	THP_pmaLPS_ATAC_0h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002266	91002827	genic|chr10:91002116-91002977	genic	16.99409	90343082	NA	0.596871	True	659464.5	False	0.000494	0.00175	0.001766	0.000498	0.001216	0.001714	0.029124	0.020929	0.030007	0.016007	THP_pmaLPS_ATAC_6h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	90343082	NA	0.541959	True	659002.5	False	0.000494	0.001751	0.001767	0.000498	0.001216	0.001714	0.033576	0.024149	0.034615	0.02105	placenta-ENCODE	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002663	91002863	genic|chr10:91002513-91003013	genic	14.407268	90343082	NA	0.639074	True	659681	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.024691	0.015762	0.025432	0.011573	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001898	91002850	genic|chr10:91001748-91003000	genic	15.785532	90343082	NA	0.584488	True	659292	False	0.000494	0.001751	0.001766	0.000498	0.001216	0.001714	0.027053	0.021013	0.027879	0.016216	THP_pmaLPS_ATAC_0h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002266	91002827	genic|chr10:91002116-91002977	genic	16.99409	90343082	NA	0.596871	True	659464.5	False	0.000494	0.00175	0.001766	0.000498	0.001216	0.001714	0.029124	0.020929	0.030007	0.016007	THP_pmaLPS_ATAC_6h	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002663	91002863	genic|chr10:91002513-91003013	genic	14.407268	90343082	NA	0.639074	True	659681	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.024691	0.015762	0.025432	0.011573	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	90343082	NA	0.554994	True	659022	False	0.000494	0.001751	0.001767	0.000498	0.001216	0.001714	0.031512	0.022432	0.032486	0.019527	placenta-Roadmap	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	90343082	NA	0.541959	True	659002.5	False	0.000494	0.001751	0.001767	0.000498	0.001216	0.001714	0.033576	0.024149	0.034615	0.02105	placenta-ENCODE	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002695	91002895	genic|chr10:91002545-91003045	genic	14.29551	90343082	NA	0.67146	True	659713	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.024499	0.016056	0.025234	0.011712	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	0.025667	13
CAD_Harst2017-rs2246942	RNLS	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002695	91002895	genic|chr10:91002545-91003045	genic	14.29551	90343082	NA	0.67146	True	659713	False	0.000494	0.00175	0.001765	0.000498	0.001216	0.001714	0.024499	0.016056	0.025234	0.011712	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	0.025667	13
CAD_Harst2017-rs2246942	RPP30	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001894	91002840	genic|chr10:91001744-91002990	genic	20.626352	92631708	NA	0.597971	True	1629341	False	0.000237	0.000793	0.000804	0.00024	0.000793	0.001033	0.021312	0.015537	0.01658	0.006804	THP_pmaLPS_ATAC_48h	0.015537	18
CAD_Harst2017-rs2246942	RPP30	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001894	91002840	genic|chr10:91001744-91002990	genic	20.626352	92631708	NA	0.597971	True	1629341	False	0.000237	0.000793	0.000804	0.00024	0.000793	0.001033	0.021312	0.015537	0.01658	0.006804	THP_pmaLPS_ATAC_48h	0.015537	18
CAD_Harst2017-rs2246942	SLC16A12	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	91295313	NA	0.591413	True	293228.5	False	0.001839	0.003557	0.003574	0.001848	0.001216	0.003064	0.060025	0.03046	0.070022	0.019595	placenta-ENCODE	0.03046	12
CAD_Harst2017-rs2246942	SLC16A12	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	91295313	NA	0.566563	True	293209	False	0.001839	0.003557	0.003574	0.001848	0.001216	0.003064	0.056334	0.029115	0.06572	0.018675	placenta-Roadmap	0.03046	12
CAD_Harst2017-rs2246942	SLC16A12	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	91295313	NA	0.566563	True	293209	False	0.001839	0.003557	0.003574	0.001848	0.001216	0.003064	0.056334	0.029115	0.06572	0.018675	placenta-Roadmap	0.03046	12
CAD_Harst2017-rs2246942	SLC16A12	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	91295313	NA	0.591413	True	293228.5	False	0.001839	0.003557	0.003574	0.001848	0.001216	0.003064	0.060025	0.03046	0.070022	0.019595	placenta-ENCODE	0.03046	12
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	90639943	NA	0.620132	True	362141.5	False	0.00166	0.002957	0.002974	0.00167	0.001216	0.002886	0.056535	0.039032	0.058274	0.024847	placenta-ENCODE	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002644	91002844	genic|chr10:91002494-91002994	genic	10.585524	90639943	NA	0.537355	True	362801	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.030546	0.023107	0.031436	0.015744	THP_pmaLPS_ATAC_24h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002671	91002871	genic|chr10:91002521-91003021	genic	10.15678	90639943	NA	0.525012	True	362828	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.029309	0.021697	0.03016	0.01495	THP_pmaLPS_ATAC_96h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002048	91002847	genic|chr10:91001898-91002997	genic	18.234798	90639943	NA	0.544566	True	362504.5	False	0.00166	0.002954	0.002972	0.00167	0.001216	0.002886	0.052619	0.042192	0.05419	0.027777	THP_pmaLPS_ATAC_12h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002654	91002854	genic|chr10:91002504-91003004	genic	10.482476	90639943	NA	0.542733	True	362811	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.030249	0.023296	0.031129	0.015458	THP_pmaLPS_ATAC_2h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002651	91002851	genic|chr10:91002501-91003001	genic	11.014557	90639943	NA	0.616506	True	362808	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.031784	0.018934	0.032709	0.010252	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002266	91002827	genic|chr10:91002116-91002977	genic	16.99409	90639943	NA	0.458815	True	362603.5	False	0.00166	0.002954	0.002971	0.00167	0.001216	0.002886	0.049039	0.037349	0.050491	0.026915	THP_pmaLPS_ATAC_6h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001898	91002850	genic|chr10:91001748-91003000	genic	15.785532	90639943	NA	0.54147	True	362431	False	0.00166	0.002955	0.002972	0.00167	0.001216	0.002886	0.045551	0.036967	0.04692	0.024779	THP_pmaLPS_ATAC_0h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002664	91002864	genic|chr10:91002514-91003014	genic	14.134253	90639943	NA	0.716026	True	362821	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.040786	0.023621	0.041972	0.012072	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	90639943	NA	0.635204	True	362161	False	0.00166	0.002957	0.002974	0.00167	0.001216	0.002886	0.053059	0.036644	0.054689	0.022758	placenta-Roadmap	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002700	91002900	genic|chr10:91002550-91003050	genic	17.521638	90639943	NA	0.676511	True	362857	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.050561	0.026137	0.052027	0.013334	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002645	91002845	genic|chr10:91002495-91002995	genic	13.367751	90639943	NA	0.662702	True	362802	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.038574	0.022088	0.039698	0.011754	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002695	91002895	genic|chr10:91002545-91003045	genic	14.29551	90639943	NA	0.719814	True	362852	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.041252	0.025124	0.042448	0.012793	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002633	91002833	genic|chr10:91002483-91002983	genic	9.895808	90639943	NA	0.570067	True	362790	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.028556	0.020745	0.029388	0.013683	THP_pmaLPS_ATAC_120h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002664	91002864	genic|chr10:91002514-91003014	genic	14.134253	90639943	NA	0.716026	True	362821	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.040786	0.023621	0.041972	0.012072	CD14-positive_monocyte_treated_with_RPMI_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002698	91002898	genic|chr10:91002548-91003048	genic	9.603092	90639943	NA	0.521468	True	362855	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.027711	0.021788	0.028514	0.015639	THP_pmaLPS_ATAC_72h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002733	91002933	genic|chr10:91002583-91003083	genic	2.978202	90639943	NA	0.509003	True	362890	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.008594	0.017743	0.008842	0.009168	THP-1_macrophage-VanBortle2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001898	91002850	genic|chr10:91001748-91003000	genic	15.785532	90639943	NA	0.54147	True	362431	False	0.00166	0.002955	0.002972	0.00167	0.001216	0.002886	0.045551	0.036967	0.04692	0.024779	THP_pmaLPS_ATAC_0h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002048	91002847	genic|chr10:91001898-91002997	genic	18.234798	90639943	NA	0.544566	True	362504.5	False	0.00166	0.002954	0.002972	0.00167	0.001216	0.002886	0.052619	0.042192	0.05419	0.027777	THP_pmaLPS_ATAC_12h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002633	91002833	genic|chr10:91002483-91002983	genic	9.895808	90639943	NA	0.570067	True	362790	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.028556	0.020745	0.029388	0.013683	THP_pmaLPS_ATAC_120h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002927	91002927	rs1412444	NA	CAD_Harst2017	chr10	91002733	91002933	genic|chr10:91002583-91003083	genic	2.978202	90639943	NA	0.509003	True	362890	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.008594	0.017743	0.008842	0.009168	THP-1_macrophage-VanBortle2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002671	91002871	genic|chr10:91002521-91003021	genic	10.15678	90639943	NA	0.525012	True	362828	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.029309	0.021697	0.03016	0.01495	THP_pmaLPS_ATAC_96h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001346	91002862	genic|chr10:91001196-91003012	genic	18.387485	90639943	NA	0.635204	True	362161	False	0.00166	0.002957	0.002974	0.00167	0.001216	0.002886	0.053059	0.036644	0.054689	0.022758	placenta-Roadmap	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001322	91002847	genic|chr10:91001172-91002997	genic	19.592088	90639943	NA	0.620132	True	362141.5	False	0.00166	0.002957	0.002974	0.00167	0.001216	0.002886	0.056535	0.039032	0.058274	0.024847	placenta-ENCODE	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002644	91002844	genic|chr10:91002494-91002994	genic	10.585524	90639943	NA	0.537355	True	362801	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.030546	0.023107	0.031436	0.015744	THP_pmaLPS_ATAC_24h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002266	91002827	genic|chr10:91002116-91002977	genic	16.99409	90639943	NA	0.458815	True	362603.5	False	0.00166	0.002954	0.002971	0.00167	0.001216	0.002886	0.049039	0.037349	0.050491	0.026915	THP_pmaLPS_ATAC_6h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002632	91002832	genic|chr10:91002482-91002982	genic	8.301409	90639943	NA	0.552672	True	362789	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.023955	0.019001	0.024653	0.012449	THP_pmaLPS_ATAC_1h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001894	91002840	genic|chr10:91001744-91002990	genic	20.626352	90639943	NA	0.517802	True	362424	False	0.00166	0.002955	0.002972	0.00167	0.001216	0.002886	0.05952	0.046219	0.061309	0.032292	THP_pmaLPS_ATAC_48h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002927	91002927	rs1412444	NA	CAD_Harst2017	chr10	91002733	91002933	genic|chr10:91002583-91003083	genic	2.978202	90639943	NA	0.509003	True	362890	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.008594	0.017743	0.008842	0.009168	THP-1_macrophage-VanBortle2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002679	91002879	genic|chr10:91002529-91003029	genic	12.972717	90639943	NA	0.631579	True	362836	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.037434	0.020149	0.038522	0.011022	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002700	91002900	genic|chr10:91002550-91003050	genic	17.521638	90639943	NA	0.676511	True	362857	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.050561	0.026137	0.052027	0.013334	dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002654	91002854	genic|chr10:91002504-91003004	genic	10.482476	90639943	NA	0.542733	True	362811	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.030249	0.023296	0.031129	0.015458	THP_pmaLPS_ATAC_2h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002692	91002892	genic|chr10:91002542-91003042	genic	12.519624	90639943	NA	0.663028	True	362849	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.036127	0.022937	0.037175	0.012452	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002645	91002845	genic|chr10:91002495-91002995	genic	13.367751	90639943	NA	0.662702	True	362802	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.038574	0.022088	0.039698	0.011754	CD14-positive_monocyte_treated_with_BG_d1-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002658	91002858	genic|chr10:91002508-91003008	genic	11.776873	90639943	NA	0.623635	True	362815	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.033984	0.01723	0.034972	0.009617	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002733	91002933	genic|chr10:91002583-91003083	genic	2.978202	90639943	NA	0.509003	True	362890	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.008594	0.017743	0.008842	0.009168	THP-1_macrophage-VanBortle2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002632	91002832	genic|chr10:91002482-91002982	genic	8.301409	90639943	NA	0.552672	True	362789	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.023955	0.019001	0.024653	0.012449	THP_pmaLPS_ATAC_1h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002663	91002863	genic|chr10:91002513-91003013	genic	14.407268	90639943	NA	0.675452	True	362820	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.041574	0.025644	0.042783	0.013106	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002663	91002863	genic|chr10:91002513-91003013	genic	14.407268	90639943	NA	0.675452	True	362820	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.041574	0.025644	0.042783	0.013106	CD14-positive_monocyte_treated_with_LPS_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002697	91002897	genic|chr10:91002547-91003047	genic	9.277406	90639943	NA	0.692113	True	362854	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.026771	0.016168	0.027547	0.008465	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002692	91002892	genic|chr10:91002542-91003042	genic	12.519624	90639943	NA	0.663028	True	362849	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.036127	0.022937	0.037175	0.012452	CD14-positive_monocyte_treated_with_BG_4h-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002651	91002851	genic|chr10:91002501-91003001	genic	11.014557	90639943	NA	0.616506	True	362808	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.031784	0.018934	0.032709	0.010252	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002697	91002897	genic|chr10:91002547-91003047	genic	9.277406	90639943	NA	0.692113	True	362854	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.026771	0.016168	0.027547	0.008465	CD14-positive_monocyte_treated_with_RPMI_4h-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002658	91002858	genic|chr10:91002508-91003008	genic	11.776873	90639943	NA	0.623635	True	362815	False	0.00166	0.002952	0.00297	0.00167	0.001216	0.002886	0.033984	0.01723	0.034972	0.009617	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_2_hour-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002679	91002879	genic|chr10:91002529-91003029	genic	12.972717	90639943	NA	0.631579	True	362836	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.037434	0.020149	0.038522	0.011022	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002695	91002895	genic|chr10:91002545-91003045	genic	14.29551	90639943	NA	0.719814	True	362852	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.041252	0.025124	0.042448	0.012793	CD14-positive_monocyte_treated_with_BG_d6-Novakovic2016	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91002698	91002898	genic|chr10:91002548-91003048	genic	9.603092	90639943	NA	0.521468	True	362855	False	0.00166	0.002952	0.002969	0.00167	0.001216	0.002886	0.027711	0.021788	0.028514	0.015639	THP_pmaLPS_ATAC_72h	0.046219	4
CAD_Harst2017-rs2246942	STAMBPL1	chr10	91002804	91002804	rs1412445	NA	CAD_Harst2017	chr10	91001894	91002840	genic|chr10:91001744-91002990	genic	20.626352	90639943	NA	0.517802	True	362424	False	0.00166	0.002955	0.002972	0.00167	0.001216	0.002886	0.05952	0.046219	0.061309	0.032292	THP_pmaLPS_ATAC_48h	0.046219	4
CAD_Harst2017-rs2258287	C12orf43	chr12	121454313	121454313	rs2258287	NA	CAD_Harst2017	chr12	121454104	121454405	promoter|chr12:121453954-121454555	promoter	5.533671	121454305	NA	0.637445	True	50.5	True	0.040188	0.125372	0.123436	0.039568	0.001216	0.040783	0.225682	0.110836	0.683054	0.243103	Adipocyte-Claussnitzer_d2	0.155211	1
