chr	region_start	region_end	Trait	Source	CredibleSet	LeadVariant	LeadVariantPos	gene	pro_start	pro_end	TSS_position	SNP_to_TSS_distance	abs_SNP_to_TSS	rank_SNP_to_TSS	IsThisGeneUbiquitouslyExpressed	LipidLevelsAssociated	BloodPressureAssociated	IntersectsWithECPeak	OnlyIntersectsWithECPeak	CellTypeOftheClosestECPeak	EC_PeakCenter	DistanceToNearestECPeakWithVariant	absDistanceToNearestECPeakWithVariant	RankOfDistanceToECPeakWithVariant	MaxABC	MaxABC.Rank	CellTypesWithEPInteractions	MaxABC.EC.only	MaxABC.Rank.ECOnly	ECCellTypesWithEPInteractions
chr12	88042142	92042142	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs11105358	rs11105358	90042142	POC1B	89919789	89920289	89920039	-122103	122103	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	88042142	92042142	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs11105358	rs11105358	90042142	POC1B-GALNT4	89919789	89920289	89920039	-122103	122103	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	88042142	92042142	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs11105358	rs11105358	90042142	ATP2B1	90049594	90050094	90049844	7702	7702	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.068561	1	CD4-positive_helper_T_cell-Corces2016|CD8-positive_alpha-beta_T_cell-Corces2016|IMR90-ENCODE|large_intestine_fetal-Roadmap|small_intestine_fetal-Roadmap|white_adipose-Loft2014	NA	NA	NA
chr12	88042142	92042142	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs11105358	rs11105358	90042142	CCER1	91348703	91349203	91348953	1306811	1306811	5	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	FAM109A	111806675	111807175	111806925	-166433	166433	5	FALSE	FALSE	FALSE	TRUE	NA	Eahy926_TNF	111884273	77348	77348	3	0.022865	4	body_of_pancreas-ENCODE|Panc1-ENCODE	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	SH2B3	111843501	111844001	111843751	-129607	129607	2	FALSE	FALSE	FALSE	TRUE	NA	Eahy926_TNF	111884273	40522	40522	2	0.041708	2	body_of_pancreas-ENCODE	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	ATXN2	112037230	112037730	112037480	64122	64122	1	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-29389.5	29389.5	1	0.0466	1	Eahy926_Ctrl|Panc1-ENCODE|PC-9-ENCODE|TeloHAEC_IL1b|TeloHAEC_VEGF	0.031434	1	Eahy926_Ctrl|TeloHAEC_IL1b|TeloHAEC_VEGF
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	BRAP	112123550	112124050	112123800	150442	150442	3	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-115709.5	115709.5	4	0.028942	3	Eahy926_Ctrl|Panc1-ENCODE	0.020171	2	Eahy926_Ctrl
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	ACAD10	112123606	112124106	112123856	150498	150498	4	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-115765.5	115765.5	5	0.028942	3	Eahy926_Ctrl|Panc1-ENCODE	0.020171	2	Eahy926_Ctrl
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	ALDH2	112204440	112204940	112204690	231332	231332	6	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-196599.5	196599.5	6	0.017891	5	Panc1-ENCODE	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	MAPKAPK5	112279781	112280281	112280031	306673	306673	7	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-271940.5	271940.5	7	NA	NA	NA	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	ADAM1A	112336616	112337116	112336866	363508	363508	8	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-328775.5	328775.5	8	NA	NA	NA	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	TMEM116	112450773	112451273	112451023	477665	477665	9	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-442932.5	442932.5	9	NA	NA	NA	NA	NA	NA
chr12	109973358	113973358	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs597808	rs597808	111973358	ERP29	112450901	112451401	112451151	477793	477793	10	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	112008090.5	-443060.5	443060.5	10	NA	NA	NA	NA	NA	NA
chr12	113553115	117553115	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs35441	rs35441	115553115	TBX5	114845997	114846497	114846247	-706868	706868	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113553115	117553115	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs35441	rs35441	115553115	TBX3	115121719	115122219	115121969	-431146	431146	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113553115	117553115	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs35441	rs35441	115553115	MED13L	116714741	116715241	116714991	1161876	1161876	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113553115	117553115	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs35441	rs35441	115553115	MAP1LC3B2	116996935	116997435	116997185	1444070	1444070	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113933575	117933575	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1498753	rs1498753	115933575	TBX5	114845997	114846497	114846247	-1087328	1087328	4	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113933575	117933575	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1498753	rs1498753	115933575	TBX3	115121719	115122219	115121969	-811606	811606	2	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113933575	117933575	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1498753	rs1498753	115933575	MED13L	116714741	116715241	116714991	781416	781416	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	113933575	117933575	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1498753	rs1498753	115933575	MAP1LC3B2	116996935	116997435	116997185	1063610	1063610	3	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	HCAR2	123187654	123188154	123187904	-495251	495251	24	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	401961	401961	24	NA	NA	NA	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	HCAR3	123201189	123201689	123201439	-481716	481716	23	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	388426	388426	23	NA	NA	NA	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	HCAR1	123214879	123215379	123215129	-468026	468026	21	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	374736	374736	22	0.019221	18	thymus_fetal-Roadmap	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	DENR	123237117	123237617	123237367	-445788	445788	20	TRUE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	352498	352498	21	0.016745	19	thymus_fetal-Roadmap	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	CCDC62	123258805	123259305	123259055	-424100	424100	17	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	330810	330810	20	0.021736	16	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|thymus_fetal-Roadmap	0.016773	14	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	HIP1R	123319734	123320234	123319984	-363171	363171	14	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	269881	269881	18	0.027155	14	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|thymus_fetal-Roadmap	0.017574	13	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	VPS37B	123380462	123380962	123380712	-302443	302443	12	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	209153	209153	14	0.016672	20	thymus_fetal-Roadmap	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	ABCB9	123450806	123451306	123451056	-232099	232099	9	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	138809	138809	11	0.02913	13	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|thymus_fetal-Roadmap|uterus-ENCODE	0.016438	15	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	OGFOD2	123458999	123459499	123459249	-223906	223906	8	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	130616	130616	10	0.034247	10	thymus_fetal-ENCODE|thymus_fetal-Roadmap|uterus-ENCODE	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	ARL6IP4	123464356	123464856	123464606	-218549	218549	7	TRUE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	123589865	125259	125259	9	0.030788	12	A549_treated_with_ethanol_0.02_percent_for_1_hour-Roadmap|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|thymus_fetal-Roadmap|uterus-ENCODE	NA	NA	NA
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	PITPNM2	123594725	123595225	123594975	-88180	88180	4	FALSE	FALSE	FALSE	TRUE	NA	Eahy926_IL1b	123590170	-4805	4805	6	0.043295	9	CD14-positive_monocyte-Novakovic2016|CD8-positive_alpha-beta_T_cell-ENCODE|gastrocnemius_medialis-ENCODE|TeloHAEC_Ctrl|thymus_fetal-ENCODE|thymus_fetal-Roadmap	0.043295	9	TeloHAEC_Ctrl
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	MPHOSPH9	123717535	123718035	123717785	34630	34630	1	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	123717789	4	4	1	0.256902	3	B_cell-ENCODE|bipolar_neuron_from_iPSC-ENCODE|CD14-positive_monocyte-ENCODE|CD3-positive_T_cell-Roadmap|CD34-positive_mobilized-Roadmap|CD4-positive_helper_T_cell-Corces2016|CD4-positive_helper_T_cell-ENCODE|CD56-positive_natural_killer_cells-Roadmap|CD8-positive_alpha-beta_T_cell-Corces2016|CD8-positive_alpha-beta_T_cell-ENCODE|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|fibroblast_of_arm-ENCODE|gastrocnemius_medialis-ENCODE|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|HAP1|HeLa-S3-ENCODE|HeLa-S3-Roadmap|iPS_DF_19.11-ENCODE|Jurkat_anti-CD3_PMA_4hr-Engreitz|Jurkat-Engreitz|Karpas-422-ENCODE|keratinocyte-ENCODE|keratinocyte-Roadmap|large_intestine_fetal-ENCODE|large_intestine_fetal-Roadmap|MCF10A_treated_with_TAM24hr-Ji2017|MDA-MB-231|OCI-LY7-ENCODE|placenta-Roadmap|SK-N-SH-ENCODE|small_intestine_fetal-ENCODE|small_intestine_fetal-Roadmap|spinal_cord_fetal-ENCODE|stomach_fetal-ENCODE|stomach_fetal-Roadmap|T-cell-ENCODE|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_VEGF|thymus_fetal-ENCODE|thymus_fetal-Roadmap|trophoblast_cell-ENCODE|uterus-ENCODE	0.147059	4	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_VEGF
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	C12orf65	123717593	123718093	123717843	34688	34688	2	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	123717789	-54	54	2	0.256902	3	B_cell-ENCODE|bipolar_neuron_from_iPSC-ENCODE|CD14-positive_monocyte-ENCODE|CD3-positive_T_cell-Roadmap|CD34-positive_mobilized-Roadmap|CD4-positive_helper_T_cell-Corces2016|CD4-positive_helper_T_cell-ENCODE|CD56-positive_natural_killer_cells-Roadmap|CD8-positive_alpha-beta_T_cell-Corces2016|CD8-positive_alpha-beta_T_cell-ENCODE|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|fibroblast_of_arm-ENCODE|gastrocnemius_medialis-ENCODE|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|HAP1|HeLa-S3-ENCODE|HeLa-S3-Roadmap|iPS_DF_19.11-ENCODE|Jurkat_anti-CD3_PMA_4hr-Engreitz|Jurkat-Engreitz|Karpas-422-ENCODE|keratinocyte-ENCODE|keratinocyte-Roadmap|large_intestine_fetal-ENCODE|large_intestine_fetal-Roadmap|MCF10A_treated_with_TAM24hr-Ji2017|MDA-MB-231|OCI-LY7-ENCODE|placenta-Roadmap|SK-N-SH-ENCODE|small_intestine_fetal-ENCODE|small_intestine_fetal-Roadmap|spinal_cord_fetal-ENCODE|stomach_fetal-ENCODE|stomach_fetal-Roadmap|T-cell-ENCODE|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_VEGF|thymus_fetal-ENCODE|thymus_fetal-Roadmap|trophoblast_cell-ENCODE|uterus-ENCODE	0.147059	4	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_VEGF
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	CDK2AP1	123756437	123756937	123756687	73532	73532	3	TRUE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123753975	-2712	2712	5	0.291945	2	CD14-positive_monocyte-Roadmap|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|erythroblast-Corces2016|SK-N-SH-ENCODE|small_intestine_fetal-ENCODE|thymus_fetal-ENCODE|thymus_fetal-Roadmap	0.291945	2	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	SBNO1	123849506	123850006	123849756	166601	166601	5	FALSE	FALSE	FALSE	TRUE	NA	Eahy926_Ctrl	123849507	-249	249	3	0.383992	1	bipolar_neuron_from_iPSC-ENCODE|body_of_pancreas-ENCODE|brite_adipose-Loft2014|CD14-positive_monocyte-Roadmap|CD4-positive_helper_T_cell-Corces2016|dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017|Eahy926_Ctrl|Eahy926_IL1b|Eahy926_TNF|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|gastrocnemius_medialis-ENCODE|GM12878-Roadmap|heart_ventricle-ENCODE|Karpas-422-ENCODE|megakaryocyte-erythroid_progenitor-Corces2016|MM.1S-ENCODE|natural_killer_cell-Corces2016|OCI-LY7-ENCODE|osteoblast-ENCODE|pancreas-Roadmap|psoas_muscle-Roadmap|small_intestine_fetal-ENCODE|spinal_cord_fetal-ENCODE|stomach_fetal-ENCODE|T-cell-ENCODE|teloHAEC|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_TNF|TeloHAEC_VEGF|U937-Engreitz	0.329537	1	Eahy926_Ctrl|Eahy926_IL1b|Eahy926_TNF|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|teloHAEC|TeloHAEC_Ctrl|TeloHAEC_IL1b|TeloHAEC_TNF|TeloHAEC_VEGF
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	KMT5A	123868412	123868912	123868662	185507	185507	6	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	1788	1788	4	0.170407	4	body_of_pancreas-ENCODE|brite_adipose-Loft2014|dendritic_cell_treated_with_Lipopolysaccharide_0_ng-mL_for_0_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_30_minute-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_4_hour-Garber2017|dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_6_hour-Garber2017|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|GM12878-Roadmap|MM.1S-ENCODE|OCI-LY7-ENCODE|pancreas-Roadmap|small_intestine_fetal-ENCODE|teloHAEC|thymus_fetal-Roadmap	0.170407	3	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|teloHAEC
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	RILPL2	123921030	123921530	123921280	238125	238125	10	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-50830	50830	7	0.053608	6	body_of_pancreas-ENCODE|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|pancreas-Roadmap|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.053608	6	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	SNRNP35	123942400	123942900	123942650	259495	259495	11	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-72200	72200	8	0.057574	5	body_of_pancreas-ENCODE|endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|pancreas-Roadmap|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.057574	5	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	RILPL1	124018015	124018515	124018265	335110	335110	13	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-147815	147815	12	0.045895	7	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|pancreas-Roadmap|small_intestine_fetal-ENCODE	0.045895	7	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	TMED2	124068825	124069325	124069075	385920	385920	15	TRUE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-198625	198625	13	0.045585	8	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|pancreas-Roadmap|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.045585	8	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	DDX55	124086373	124086873	124086623	403468	403468	16	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-216173	216173	15	0.034011	11	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.034011	10	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	GTF2H3	124118035	124118535	124118285	435130	435130	18	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-247835	247835	16	0.021683	17	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.021683	12	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	EIF2B1	124118073	124118573	124118323	435168	435168	19	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-247873	247873	17	0.021683	17	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.021683	12	endothelial_cell_of_umbilical_vein_VEGF_stim_12_hours-Zhang2013|endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr12	121683155	125683155	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1790089	rs1790089	123683155	TCTN2	124155409	124155909	124155659	472504	472504	22	FALSE	FALSE	FALSE	TRUE	NA	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013	123870450	-285209	285209	19	0.021878	15	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013|small_intestine_fetal-ENCODE|thymus_fetal-Roadmap	0.021878	11	endothelial_cell_of_umbilical_vein_VEGF_stim_4_hours-Zhang2013
chr13	36289973	40289973	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9548033	rs9548033	38289973	CSNK1A1L	37679551	37680051	37679801	-610172	610172	3	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_Ctrl	38289743.5	609942.5	609942.5	3	NA	NA	NA	NA	NA	NA
chr13	36289973	40289973	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9548033	rs9548033	38289973	POSTN	38172731	38173231	38172981	-116992	116992	1	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_Ctrl	38289743.5	116762.5	116762.5	1	0.033974	1	endothelial_cell_of_umbilical_vein-Roadmap|muscle_of_leg_fetal-ENCODE|muscle_of_leg_fetal-Roadmap|muscle_of_trunk_fetal-ENCODE|muscle_of_trunk_fetal-Roadmap	0.01753	2	endothelial_cell_of_umbilical_vein-Roadmap
chr13	36289973	40289973	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9548033	rs9548033	38289973	TRPC4	38443689	38444189	38443939	153966	153966	2	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	38289947	-153992	153992	2	0.02011	2	endothelial_cell_of_umbilical_vein-Roadmap	0.02011	1	endothelial_cell_of_umbilical_vein-Roadmap
chr13	36289973	40289973	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9548033	rs9548033	38289973	UFM1	38923657	38924157	38923907	633934	633934	4	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_TNF	38289947	-633960	633960	4	NA	NA	NA	NA	NA	NA
chr13	65337413	69337413	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs1866983	rs1866983	67337413	PCDH9	67804218	67804718	67804468	467055	467055	1	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr13	70339141	74339141	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9572782	rs9572782	72339141	ATXN8OS	70681094	70681594	70681344	-1657797	1657797	4	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	72364115	1682771	1682771	4	NA	NA	NA	NA	NA	NA
chr13	70339141	74339141	UKBB_DBP	UKBB_DBP	UKBB_DBP-rs9572782	rs9572782	72339141	KLHL1	70682375	70682875	70682625	-1656516	1656516	3	FALSE	FALSE	FALSE	TRUE	NA	TeloHAEC_VEGF	72364115	1681490	1681490	3	NA	NA	NA	NA	NA	NA
