CredibleSet	Adipose	CellModels	CM	EC	Fibroblasts	HeartOrArteryTissue	Hepatocytes	K562	Mac	SMC	chr	start	end	nSNP	AnyCoding	AnyPromoter	AnySpliceSite	Trait	Source	LocusID	BestSNPPos	BestSNP	BestSNPNearestGene	CodingVariantGene	SpliceSiteVariantGene	PromoterVariantGene
CAD_Aragam2021-rs268	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr8	19793581	19813529	2	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs268	19793581	rs190118115	LPL	LPL	NA	NA
CAD_Aragam2021-rs2681472	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	chr12	89942390	90091446	24	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2681472	89942390	rs11105328	POC1B,POC1B-GALNT4	NA	NA	NA
CAD_Aragam2021-rs2683260	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	chr15	81358452	81385552	6	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2683260	81358452	rs2683266	MESDC1	NA	NA	NA
CAD_Aragam2021-rs283485	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr2	233557043	233727071	108	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs283485	233557043	rs13024793	GIGYF2	KCNJ13;GIGYF2	NA	NA
CAD_Aragam2021-rs2839812	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr11	103660567	103696851	6	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2839812	103660567	rs974819	PDGFD	NA	NA	NA
CAD_Aragam2021-rs2843152	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	chr1	2245570	2251119	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2843152	2245570	rs2843152	SKI	NA	NA	NA
CAD_Aragam2021-rs28451064	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	chr21	35593827	35593827	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs28451064	35593827	rs28451064	LINC00310	NA	NA	NA
CAD_Aragam2021-rs2891168	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr9	22088090	22125347	36	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2891168	22088090	rs10738606	CDKN2B-AS1	NA	NA	NA
CAD_Aragam2021-rs2909217	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr17	66463383	66469400	9	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs2909217	66463383	rs2952290	WIPI1	NA	NA	NA
CAD_Aragam2021-rs299946	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	chr16	86699186	86713829	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs299946	86699186	rs299946	LINC02189	NA	NA	NA
CAD_Aragam2021-rs34232196	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr1	55487346	55491915	4	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs34232196	55487346	rs12117661	BSND	NA	NA	NA
CAD_Aragam2021-rs34330586	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	chr3	135798658	135932359	14	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs34330586	135798658	rs34894639	PPP2R3A	NA	NA	NA
CAD_Aragam2021-rs34606058	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr12	115353368	115374959	9	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs34606058	115353368	rs34606058	TBX3	NA	NA	NA
CAD_Aragam2021-rs34759087	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	chr3	48994943	49162284	7	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs34759087	48994943	rs73082331	ARIH2	LAMB2	NA	DALRD3
CAD_Aragam2021-rs34917849	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr8	95277535	95278307	7	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs34917849	95277535	rs11998093	GEM	NA	NA	NA
CAD_Aragam2021-rs34991912	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	chr3	14926351	14942024	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs34991912	14926351	rs34991912	FGD5	NA	NA	NA
CAD_Aragam2021-rs35611688	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	chr2	148375033	148426069	13	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs35611688	148375033	rs4662533	ACVR2A	NA	NA	NA
CAD_Aragam2021-rs357494	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	chr3	153819035	153946463	92	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs357494	153819035	rs1534386	ARHGEF26-AS1	ARHGEF26	NA	NA
CAD_Aragam2021-rs360153	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	chr11	9751089	9773568	22	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs360153	9751089	rs12360647	SWAP70	SWAP70	NA	NA
CAD_Aragam2021-rs36033161	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	chr14	100111565	100137162	11	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs36033161	100111565	rs12893887	HHIPL1	HHIPL1	NA	HHIPL1
CAD_Aragam2021-rs3776307	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr5	142494165	142494165	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs3776307	142494165	rs3776307	ARHGAP26	NA	NA	NA
CAD_Aragam2021-rs3783113	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr13	110827303	110840860	38	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs3783113	110827303	rs1000989	COL4A1	COL4A1	NA	NA
CAD_Aragam2021-rs3796587	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr4	156633444	156661063	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs3796587	156633444	rs56329057	GUCY1A3	NA	NA	NA
CAD_Aragam2021-rs3918226	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	chr7	150690176	150690176	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs3918226	150690176	rs3918226	NOS3	NA	NA	NA
CAD_Aragam2021-rs3936510	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	chr5	55856375	55861894	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs3936510	55856375	rs3843467	C5orf67	NA	NA	NA
CAD_Aragam2021-rs4074793	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr5	52193125	52193237	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4074793	52193125	rs4074793	ITGA1	NA	NA	NA
CAD_Aragam2021-rs4140748	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr2	230001327	230012076	27	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4140748	230001327	rs1362250	PID1	NA	NA	NA
CAD_Aragam2021-rs4245791	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	chr2	44072576	44074431	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4245791	44072576	rs4299376	ABCG8	NA	NA	NA
CAD_Aragam2021-rs4266144	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	chr3	156852141	156852943	6	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4266144	156852141	rs4368453	LINC00880	NA	NA	NA
CAD_Aragam2021-rs429358	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr19	45411941	45411941	1	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs429358	45411941	rs429358	APOE	APOE	NA	NA
CAD_Aragam2021-rs4345341	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	chr5	121272374	121404880	30	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4345341	121272374	rs4368760	SRFBP1	NA	NA	NA
CAD_Aragam2021-rs4537761	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr11	9311760	9360367	16	FALSE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs4537761	9311760	rs12287120	TMEM41B	NA	NA	TMEM41B
CAD_Aragam2021-rs4646249	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr8	18259366	18263484	16	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4646249	18259366	rs721399	NAT2	NA	NA	NA
CAD_Aragam2021-rs4662330	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr2	144174841	144220881	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4662330	144174841	rs2381451	ARHGAP15	NA	NA	NA
CAD_Aragam2021-rs472495	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	chr1	55520212	55521313	4	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs472495	55520212	rs1165287	PCSK9	NA	NA	NA
CAD_Aragam2021-rs476828	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr18	57808978	57854694	18	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs476828	57808978	rs66723169	MC4R	NA	NA	NA
CAD_Aragam2021-rs4773141	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	chr13	110954353	110954353	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4773141	110954353	rs4773141	COL4A1	NA	NA	NA
CAD_Aragam2021-rs4907571	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr13	113613383	113636156	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4907571	113613383	rs2873372	MCF2L-AS1	NA	NA	NA
CAD_Aragam2021-rs4938809	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	120363937	120363937	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs4938809	120363937	rs4938809	ARHGEF12	NA	NA	NA
CAD_Aragam2021-rs494207	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	chr10	44738688	44744566	14	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs494207	44738688	rs583489	C10orf142	NA	NA	NA
CAD_Aragam2021-rs515135	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	21286057	21294975	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs515135	21286057	rs515135	APOB	NA	NA	NA
CAD_Aragam2021-rs55753709	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr10	96019079	96040394	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs55753709	96019079	rs7075045	PLCE1	NA	NA	NA
CAD_Aragam2021-rs55997232	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr19	11187324	11202306	42	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs55997232	11187324	rs143020224	LDLR	NA	NA	NA
CAD_Aragam2021-rs56062135	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr15	67441750	67466599	9	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs56062135	67441750	rs72743461	SMAD3	NA	NA	NA
CAD_Aragam2021-rs56170783	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr1	56965664	57016131	18	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs56170783	56965664	rs9970807	PLPP3	NA	NA	NA
CAD_Aragam2021-rs56195640	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	chr6	160703358	160754712	63	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs56195640	160703358	rs562660689	SLC22A2	NA	NA	NA
CAD_Aragam2021-rs56408342	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr8	22030065	22055813	29	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs56408342	22030065	rs73225842	BMP1	NA	NA	NA
CAD_Aragam2021-rs5760309	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr22	24651967	24814451	152	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs5760309	24651967	rs150853073	POM121L9P	SPECC1L	NA	NA
CAD_Aragam2021-rs582384	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	chr2	45864414	45896437	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs582384	45896437	rs582384	PRKCE	NA	NA	NA
CAD_Aragam2021-rs584961	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr11	75276178	75284334	4	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs584961	75277628	rs584961	SERPINH1	SERPINH1	NA	NA
CAD_Aragam2021-rs588136	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	chr15	58723426	58731153	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs588136	58726744	rs261334	LIPC	NA	NA	NA
CAD_Aragam2021-rs6006426	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	chr22	30667277	30669883	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6006426	30667277	rs9608859	OSM	NA	NA	NA
CAD_Aragam2021-rs60154123	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	chr1	210465315	210480361	13	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs60154123	210465315	rs650854	HHAT	NA	NA	NA
CAD_Aragam2021-rs6026739	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr20	57715798	57760553	46	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6026739	57715798	rs78953748	ZNF831	NA	NA	NA
CAD_Aragam2021-rs6088595	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	chr20	33356511	33488079	35	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6088595	33356511	rs2295353	NCOA6	NA	NA	NA
CAD_Aragam2021-rs6102343	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr20	39660687	39924279	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6102343	39924279	rs6102343	ZHX3	NA	NA	NA
CAD_Aragam2021-rs61776719	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr1	38397341	38461821	4	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs61776719	38455891	rs4360494	SF3A3	INPP5B	NA	SF3A3
CAD_Aragam2021-rs61797068	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	chr1	115898783	115909608	7	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs61797068	115898783	rs61797063	NGF	NA	NA	NA
CAD_Aragam2021-rs61806987	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	chr1	169272299	169314833	23	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs61806987	169272299	rs10919130	NME7	NME7	NA	NA
CAD_Aragam2021-rs62362364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr5	55441571	55441571	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs62362364	55441571	rs62362364	ANKRD55	NA	NA	NA
CAD_Aragam2021-rs62435159	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr7	1911281	1932629	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs62435159	1911281	rs62435159	MAD1L1	NA	NA	NA
CAD_Aragam2021-rs633185	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	chr11	100593538	100610546	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs633185	100593538	rs633185	ARHGAP42	NA	NA	NA
CAD_Aragam2021-rs651007	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	chr9	136149399	136155000	7	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs651007	136151806	rs600038	ABO	NA	NA	NA
CAD_Aragam2021-rs66778572	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	chr8	19912060	19928160	4	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs66778572	19912060	rs66462329	LPL	NA	NA	NA
CAD_Aragam2021-rs6686750	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr1	154395946	154428505	23	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6686750	154395946	rs6689306	IL6R	NA	NA	NA
CAD_Aragam2021-rs6740731	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	chr2	145270592	145270592	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6740731	145270592	rs6740731	ZEB2	NA	NA	NA
CAD_Aragam2021-rs6841581	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr4	148364920	148414651	22	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6841581	148364920	rs77028772	EDNRA	NA	NA	NA
CAD_Aragam2021-rs6883598	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	chr5	127914264	128006440	22	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6883598	127914264	rs6595843	FBN2	NA	NA	NA
CAD_Aragam2021-rs6905288	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	chr6	43757082	43758873	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6905288	43758873	rs6905288	VEGFA	NA	NA	NA
CAD_Aragam2021-rs6909752	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	chr6	22571414	22613847	17	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6909752	22571414	rs3734214	HDGFL1	NA	NA	NA
CAD_Aragam2021-rs6919211	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr6	133993773	134041282	22	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6919211	133993773	rs13205217	TARID	NA	NA	NA
CAD_Aragam2021-rs6932293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	chr6	160534940	160535878	2	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs6932293	160534940	rs111226116	IGF2R	NA	NA	NA
CAD_Aragam2021-rs7118294	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr11	32372772	32385980	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7118294	32372772	rs11031737	WT1	NA	NA	NA
CAD_Aragam2021-rs71313931	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr22	19960184	19989612	18	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs71313931	19960184	rs71313931	ARVCF	NA	NA	NA
CAD_Aragam2021-rs7133378	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	chr12	124404718	124449223	9	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7133378	124404718	rs12317176	DNAH10	NA	NA	NA
CAD_Aragam2021-rs71646019	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	chr1	59422826	59450415	16	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs71646019	59422826	rs6699576	LINC01135	NA	NA	NA
CAD_Aragam2021-rs7173743	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr15	79126155	79152422	22	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7173743	79126155	rs8034274	ADAMTS7	NA	NA	NA
CAD_Aragam2021-rs7177201	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr15	79052755	79065380	6	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7177201	79052755	rs2869868	ADAMTS7	ADAMTS7	NA	NA
CAD_Aragam2021-rs7183988	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr15	91422543	91429042	9	TRUE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs7183988	91422543	rs8039305	FURIN	FES	NA	FES
CAD_Aragam2021-rs7189462	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr16	81901314	81908304	38	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7189462	81901314	rs10871423	PLCG2	NA	NA	NA
CAD_Aragam2021-rs7246865	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr19	17212182	17225128	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7246865	17212182	rs56937714	MYO9B	NA	NA	NA
CAD_Aragam2021-rs72658867	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	chr19	11231203	11231203	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs72658867	11231203	rs72658867	LDLR	NA	NA	NA
CAD_Aragam2021-rs72836800	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	chr6	1616265	1620037	5	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs72836800	1616265	rs62390615	FOXC1	NA	NA	NA
CAD_Aragam2021-rs7296737	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	chr12	125332955	125336956	4	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7296737	125332955	rs10773111	SCARB1	NA	NA	NA
CAD_Aragam2021-rs73078367	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	chr3	48695834	48731487	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs73078367	48731487	rs3172494	IP6K2	NA	NA	NA
CAD_Aragam2021-rs7333991	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	chr13	111108436	111108436	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7333991	111108436	rs7333991	COL4A2	NA	NA	NA
CAD_Aragam2021-rs733701	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	chr6	39165859	39181776	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs733701	39165859	rs9394578	KCNK5	NA	NA	NA
CAD_Aragam2021-rs7412	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	chr19	45412079	45413233	2	TRUE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7412	45412079	rs7412	APOE	APOE	NA	NA
CAD_Aragam2021-rs7413494	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr1	2985885	2990994	2	FALSE	TRUE	FALSE	CAD_Aragam2021	Aragam2021	rs7413494	2985885	rs7413494	PRDM16	NA	NA	PRDM16
CAD_Aragam2021-rs7440763	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	chr4	156422512	156447611	13	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7440763	156422512	rs12646335	MAP9	NA	NA	NA
CAD_Aragam2021-rs7485656	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	chr12	125307053	125316743	8	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7485656	125307053	rs11057830	SCARB1	NA	NA	NA
CAD_Aragam2021-rs7500448	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	chr16	83045790	83045790	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7500448	83045790	rs7500448	CDH13	NA	NA	NA
CAD_Aragam2021-rs75160195	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	chr12	54513704	54531481	6	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs75160195	54513704	rs11170819	FLJ12825	NA	NA	NA
CAD_Aragam2021-rs7581542	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	chr2	203131937	203131937	1	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7581542	203131937	rs7581542	NOP58	NA	NA	NA
CAD_Aragam2021-rs7678555	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	chr4	120900282	120909501	3	FALSE	FALSE	FALSE	CAD_Aragam2021	Aragam2021	rs7678555	120900282	rs13134800	LOC100996694	NA	NA	NA
