chr	region_start	region_end	Trait	Source	CredibleSet	LeadVariant	LeadVariantPos	gene	pro_start	pro_end	TSS_position	SNP_to_TSS_distance	abs_SNP_to_TSS	rank_SNP_to_TSS	IsThisGeneUbiquitouslyExpressed	LipidLevelsAssociated	BloodPressureAssociated	IntersectsWithECPeak	OnlyIntersectsWithECPeak	CellTypeOftheClosestECPeak	EC_PeakCenter	DistanceToNearestECPeakWithVariant	absDistanceToNearestECPeakWithVariant	RankOfDistanceToECPeakWithVariant	MaxABC	MaxABC.Rank	CellTypesWithEPInteractions	MaxABC.EC.only	MaxABC.Rank.ECOnly	ECCellTypesWithEPInteractions
chr1	113902514	117902514	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs61797068	rs61797068	115902514	CASQ2	116311176	116311676	116311426	408912	408912	5	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	0.022309	3	uterus-ENCODE	NA	NA	NA
chr1	113902514	117902514	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs61797068	rs61797068	115902514	NHLH2	116383497	116383997	116383747	481233	481233	6	FALSE	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	FCGR1A	149753999	149754499	149754249	-241016	241016	16	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H2BF	149783678	149784178	149783928	-211337	211337	13	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H3D	149784986	149785486	149785236	-210029	210029	12	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H2BC	149822090	149822590	149822340	-172925	172925	11	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H2BE	149857982	149858482	149858232	-137033	137033	10	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H2AC	149858274	149858774	149858524	-136741	136741	9	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	HIST2H2AB	149859216	149859716	149859466	-135799	135799	8	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	BOLA1	149870884	149871384	149871134	-124131	124131	6	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	SV2A	149889184	149889684	149889434	-105831	105831	5	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	SF3B4	149899894	149900394	149900144	-95121	95121	4	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	MTMR11	149908016	149908516	149908266	-86999	86999	3	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	OTUD7B	149982436	149982936	149982686	-12579	12579	1	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	VPS45	150039474	150039974	150039724	44459	44459	2	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	PLEKHO1	150121373	150121873	150121623	126358	126358	7	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	ANP32E	150208254	150208754	150208504	213239	213239	14	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	CA14	150229887	150230387	150230137	234872	234872	15	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	APH1A	150241359	150241859	150241609	246344	246344	17	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	C1orf54	150244932	150245432	150245182	249917	249917	18	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	CIART	150254692	150255192	150254942	259677	259677	19	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	MRPS21	150266011	150266511	150266261	270996	270996	20	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	PRPF3	150293677	150294177	150293927	298662	298662	21	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	RPRD2	150336336	150336836	150336586	341321	341321	22	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	TARS2	150459589	150460089	150459839	464574	464574	23	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	ECM1	150480236	150480736	150480486	485221	485221	24	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	147995265	151995265	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs67807996	rs67807996	149995265	FALEC	150487982	150488482	150488232	492967	492967	25	FALSE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	PLEKHO1	150121373	150121873	150121623	-450414	450414	27	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ANP32E	150208254	150208754	150208504	-363533	363533	20	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CA14	150229887	150230387	150230137	-341900	341900	19	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	APH1A	150241359	150241859	150241609	-330428	330428	18	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	C1orf54	150244932	150245432	150245182	-326855	326855	17	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CIART	150254692	150255192	150254942	-317095	317095	15	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	MRPS21	150266011	150266511	150266261	-305776	305776	14	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	PRPF3	150293677	150294177	150293927	-278110	278110	13	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	RPRD2	150336336	150336836	150336586	-235451	235451	11	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	TARS2	150459589	150460089	150459839	-112198	112198	7	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ECM1	150480236	150480736	150480486	-91551	91551	5	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	FALEC	150487982	150488482	150488232	-83805	83805	4	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ADAMTSL4	150521594	150522094	150521844	-50193	50193	3	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	MCL1	150551964	150552464	150552214	-19823	19823	1	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ENSA	150601848	150602348	150602098	30061	30061	2	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	GOLPH3L	150669422	150669922	150669672	97635	97635	6	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	HORMAD1	150693114	150693614	150693364	121327	121327	8	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CTSS	150738183	150738683	150738433	166396	166396	9	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CTSK	150780667	150781167	150780917	208880	208880	10	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ARNT	150848994	150849494	150849244	277207	277207	12	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	SETDB1	150898564	150899064	150898814	326777	326777	16	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CERS2	150947229	150947729	150947479	375442	375442	21	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	ANXA9	150954248	150954748	150954498	382461	382461	22	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	MINDY1	150980604	150981104	150980854	408817	408817	23	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	PRUNE1	150980616	150981116	150980866	408829	408829	24	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	BNIPL	151008778	151009278	151009028	436991	436991	25	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	C1orf56	151019965	151020465	151020215	448178	448178	26	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	CDC42SE1	151031875	151032375	151032125	460088	460088	28	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	MLLT11	151031900	151032400	151032150	460113	460113	29	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	148572037	152572037	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11585169	rs11585169	150572037	GABPB2	151042803	151043303	151043053	471016	471016	30	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	PI4KB	151299941	151300441	151300191	-462117	462117	26	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	GBAT2	151319235	151319735	151319485	-442823	442823	25	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	RFX5	151319519	151320019	151319769	-442539	442539	24	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	SELENBP1	151344960	151345460	151345210	-417098	417098	22	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	PSMB4	151371790	151372290	151372040	-390268	390268	21	TRUE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	POGZ	151431691	151432191	151431941	-330367	330367	19	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	CGN	151483611	151484111	151483861	-278447	278447	16	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	TUFT1	151512530	151513030	151512780	-249528	249528	15	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	SNX27	151584411	151584911	151584661	-177647	177647	11	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	CELF3	151689046	151689546	151689296	-73012	73012	9	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	RIIAD1	151693762	151694262	151694012	-68296	68296	8	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	MRPL9	151736142	151736642	151736392	-25916	25916	4	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.112965	2	bipolar_neuron_from_iPSC-ENCODE	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	OAZ3	151738880	151739380	151739130	-23178	23178	3	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	TDRKH	151762760	151763260	151763010	702	702	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.261979	1	adrenal_gland_fetal-Roadmap|bipolar_neuron_from_iPSC-ENCODE|H1_BMP4_Derived_Mesendoderm_Cultured_Cells-Roadmap|H1_Derived_Neuronal_Progenitor_Cultured_Cells-Roadmap|H1-hESC-Roadmap|H9-Roadmap|HepG2-Roadmap|iPS_DF_19.11_Cell_Line-Roadmap|iPS_DF_19.11-ENCODE|MCF-7-ENCODE|MDA-MB-231	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	LINGO4	151777668	151778168	151777918	15610	15610	2	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	RORC	151804098	151804598	151804348	42040	42040	5	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	C2CD4D	151812783	151813283	151813033	50725	50725	6	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	THEM5	151825923	151826423	151826173	63865	63865	7	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	THEM4	151882111	151882611	151882361	120053	120053	10	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	S100A10	151966464	151966964	151966714	204406	204406	12	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	NBPF18P	151990503	151991003	151990753	228445	228445	13	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	S100A11	152009261	152009761	152009511	247203	247203	14	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	TCHHL1	152061290	152061790	152061540	299232	299232	17	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	TCHH	152087680	152088180	152087930	325622	325622	18	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	RPTN	152131454	152131954	152131704	369396	369396	20	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	149762308	153762308	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs11810571	rs11810571	151762308	HRNR	152196422	152196922	152196672	434364	434364	23	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	CRTC2	153930882	153931382	153931132	-488711	488711	21	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	SLC39A1	153935867	153936367	153936117	-483726	483726	20	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	CREB3L4	153940064	153940564	153940314	-479529	479529	19	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	JTB	153950201	153950701	153950451	-469392	469392	18	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	RAB13	153958603	153959103	153958853	-460990	460990	17	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	RPS27	153962988	153963488	153963238	-456605	456605	16	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	NUP210L	154127342	154127842	154127592	-292251	292251	14	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	TPM3	154155475	154155975	154155725	-264118	264118	13	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	C1orf189	154178591	154179091	154178841	-241002	241002	12	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	C1orf43	154193023	154193523	154193273	-226570	226570	11	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	UBAP2L	154193074	154193574	154193324	-226519	226519	10	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	HAX1	154244788	154245288	154245038	-174805	174805	9	TRUE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	0.016833	3	dendritic_cell_treated_with_Lipopolysaccharide_100_ng-mL_for_1_hour-Garber2017|fibroblast_of_dermis-Roadmap|keratinocyte-ENCODE|keratinocyte-Roadmap	NA	NA	NA
chr1	152419843	156419843	CAD_Aragam2021	Aragam2021	CAD_Aragam2021-rs6686750	rs6686750	154419843	AQP10	154293341	154293841	154293591	-126252	126252	7	FALSE	TRUE	FALSE	TRUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
